0.00390625
-0.00613592	-0.643591	-0.0103426	1.80975	-0.00281879	0.428181	-0.000105884	
-0.012085	-0.637183	-0.0174887	1.8195	-0.00476806	0.435155	-0.00014555	
-0.0171388	-0.63589	-0.023455	1.82132	-0.00640622	0.436255	-0.000150388	
-0.022263	-0.635967	-0.0294734	1.82128	-0.00806138	0.436273	-0.000149735	
-0.0273971	-0.636068	-0.0355033	1.82121	-0.0097196	0.436278	-0.000148915	
-0.0325249	-0.636181	-0.0415256	1.82112	-0.0113756	0.436279	-0.000147986	
-0.0376446	-0.636304	-0.0475384	1.82101	-0.0130289	0.436276	-0.000146948	
-0.042755	-0.636439	-0.0535402	1.82089	-0.014679	0.43627	-0.000145804	
-0.0478548	-0.636585	-0.0595295	1.82075	-0.0163255	0.436261	-0.000144556	
-0.0529427	-0.636741	-0.0655048	1.82059	-0.0179679	0.436248	-0.000143205	
-0.0580175	-0.636908	-0.0714648	1.82042	-0.019606	0.436232	-0.000141753	
-0.0630781	-0.637085	-0.077408	1.82023	-0.0212392	0.436213	-0.000140203	
-0.0681231	-0.637273	-0.083333	1.82003	-0.0228671	0.43619	-0.000138557	
-0.0731514	-0.637471	-0.0892384	1.81981	-0.0244895	0.436164	-0.000136817	
-0.0781619	-0.637679	-0.095123	1.81957	-0.0261058	0.436135	-0.000134987	
-0.0831534	-0.637897	-0.100985	1.81932	-0.0277157	0.436103	-0.000133069	
-0.0881249	-0.638124	-0.106824	1.81906	-0.0293189	0.436067	-0.000131065	
-0.0930752	-0.638361	-0.112638	1.81878	-0.0309149	0.436029	-0.000128979	
-0.0980034	-0.638607	-0.118426	1.81848	-0.0325035	0.435987	-0.000126815	
-0.102908	-0.638862	-0.124187	1.81817	-0.0340844	0.435942	-0.000124574	
-0.107789	-0.639126	-0.12992	1.81785	-0.0356571	0.435895	-0.000122261	
-0.112645	-0.639399	-0.135624	1.81752	-0.0372214	0.435844	-0.000119879	
-0.117475	-0.63968	-0.141297	1.81717	-0.038777	0.435791	-0.00011743	
-0.122278	-0.639969	-0.146938	1.81681	-0.0403236	0.435735	-0.000114919	
-0.127053	-0.640267	-0.152548	1.81643	-0.041861	0.435676	-0.000112349	
-0.1318	-0.640572	-0.158124	1.81605	-0.0433888	0.435615	-0.000109723	
-0.136518	-0.640884	-0.163665	1.81565	-0.0449068	0.435551	-0.000107044	
-0.141206	-0.641204	-0.169172	1.81524	-0.0464148	0.435485	-0.000104317	
-0.145863	-0.641531	-0.174643	1.81482	-0.0479125	0.435416	-0.000101544	
-0.150488	-0.641865	-0.180077	1.81439	-0.0493998	0.435345	-9.87284e-05	
-0.155082	-0.642205	-0.185474	1.81395	-0.0508764	0.435272	-9.58743e-05	
-0.159643	-0.642552	-0.190833	1.8135	-0.0523422	0.435196	-9.29845e-05	
-0.162583	-0.642769	-0.194288	1.8132	-0.0532876	0.435145	-9.17867e-05	
-0.162419	-0.642754	-0.194096	1.81323	-0.0532348	0.435151	-9.17826e-05	
-0.162428	-0.642755	-0.194107	1.81322	-0.0532378	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.162427	-0.642755	-0.194106	1.81322	-0.0532377	0.43515	-9.17826e-05	
-0.157567	-0.644058	-0.188141	1.81154	-0.0516379	0.433981	-9.49838e-05	
-0.152951	-0.645291	-0.182469	1.80993	-0.0501216	0.432876	-9.79156e-05	
-0.148306	-0.646547	-0.176748	1.8083	-0.0485977	0.431758	-0.000101003	
-0.143645	-0.647819	-0.170998	1.80665	-0.0470711	0.430633	-0.000104224	
-0.138969	-0.649107	-0.165219	1.80498	-0.0455419	0.429501	-0.00010758	
-0.134279	-0.650412	-0.159411	1.80329	-0.0440105	0.428362	-0.000111074	
-0.129577	-0.651733	-0.153575	1.80157	-0.0424773	0.427217	-0.000114706	
-0.124862	-0.65307	-0.147714	1.79984	-0.0409427	0.426065	-0.000118478	
-0.120137	-0.654423	-0.141829	1.79808	-0.039407	0.424908	-0.00012239	
-0.115403	-0.655791	-0.13592	1.79631	-0.0378708	0.423745	-0.000126444	
-0.11066	-0.657174	-0.129988	1.79452	-0.0363343	0.422577	-0.00013064	
-0.10591	-0.658572	-0.124037	1.79271	-0.0347979	0.421404	-0.000134978	
-0.101154	-0.659984	-0.118066	1.79089	-0.0332622	0.420227	-0.000139457	
-0.0963938	-0.66141	-0.112077	1.78904	-0.0317274	0.419047	-0.000144079	
-0.0916301	-0.66285	-0.106072	1.78719	-0.0301941	0.417863	-0.000148842	
-0.0868643	-0.664304	-0.100052	1.78531	-0.0286625	0.416676	-0.000153745	
-0.0820976	-0.66577	-0.0940191	1.78343	-0.0271331	0.415487	-0.000158788	
-0.0773313	-0.667249	-0.0879741	1.78153	-0.0256064	0.414296	-0.000163969	
-0.0725667	-0.66874	-0.0819188	1.77961	-0.0240827	0.413103	-0.000169287	
-0.067805	-0.670242	-0.0758547	1.77769	-0.0225624	0.411909	-0.00017474	
-0.0630475	-0.671756	-0.0697835	1.77575	-0.0210459	0.410715	-0.000180326	
-0.0582955	-0.673281	-0.0637067	1.7738	-0.0195336	0.40952	-0.000186042	
-0.0535502	-0.674815	-0.0576259	1.77184	-0.0180259	0.408326	-0.000191887	
-0.048813	-0.67636	-0.0515426	1.76988	-0.0165232	0.407132	-0.000197857	
-0.0440849	-0.677913	-0.0454585	1.76791	-0.0150258	0.40594	-0.00020395	
-0.0393674	-0.679476	-0.0393751	1.76592	-0.0135341	0.40475	-0.000210161	
-0.0346615	-0.681046	-0.0332941	1.76394	-0.0120485	0.403561	-0.000216489	
-0.0299685	-0.682624	-0.027217	1.76194	-0.0105694	0.402375	-0.000222928	
-0.0252897	-0.68421	-0.0211453	1.75994	-0.00909704	0.401193	-0.000229476	
-0.0206261	-0.685802	-0.0150806	1.75794	-0.00763179	0.400013	-0.000236127	
-0.0159789	-0.6874	-0.00902454	1.75594	-0.00617399	0.398838	-0.000242879	
