0.03125
-0.0323907	-0.636091	-0.0388659	1.8223	-0.0105805	0.433949	-0.000325771	
-0.0490323	-0.636788	-0.0583923	1.82207	-0.0159152	0.434119	-0.000309245	
-0.0660038	-0.637658	-0.0783002	1.82162	-0.0213519	0.434236	-0.000287535	
-0.0828235	-0.638634	-0.0980276	1.821	-0.0267366	0.434315	-0.000262378	
-0.0994388	-0.639712	-0.117513	1.82021	-0.0320521	0.434354	-0.000234131	
-0.115809	-0.640883	-0.13671	1.81925	-0.0372852	0.434354	-0.000203198	
-0.131897	-0.642137	-0.155576	1.81814	-0.042424	0.434317	-0.00017001	
-0.14767	-0.643465	-0.174072	1.81689	-0.0474578	0.434244	-0.000135012	
-0.1631	-0.644859	-0.192165	1.81552	-0.0523776	0.434138	-9.8645e-05	
-0.163923	-0.644867	-0.193141	1.8155	-0.0526436	0.434163	-9.8584e-05	
-0.163876	-0.644866	-0.193085	1.8155	-0.0526283	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.163878	-0.644866	-0.193088	1.8155	-0.0526291	0.434161	-9.85838e-05	
-0.149405	-0.649062	-0.175279	1.81049	-0.0478781	0.430785	-0.000133133	
-0.133867	-0.653666	-0.156054	1.80504	-0.0428057	0.427186	-0.000176856	
-0.118203	-0.658445	-0.136552	1.79938	-0.0377201	0.423528	-0.000225922	
-0.102428	-0.663402	-0.116784	1.79351	-0.0326273	0.419813	-0.000280634	
-0.0865861	-0.668523	-0.0968019	1.78747	-0.027542	0.416057	-0.000340976	
-0.0707216	-0.673794	-0.0766582	1.78126	-0.0224791	0.412273	-0.00040683	
-0.0548815	-0.679196	-0.0564092	1.77492	-0.0174534	0.408477	-0.00047796	
-0.0391125	-0.68471	-0.0361126	1.76848	-0.0124792	0.404686	-0.000554017	
-0.0234611	-0.690316	-0.0158275	1.76196	-0.00757031	0.400913	-0.000634544	
-0.00797195	-0.695991	0.00438779	1.75539	-0.00273974	0.397176	-0.000718991	
-0.00678561	-0.696334	0.00594468	1.75495	-0.00236626	0.39692	-0.000719378	
-0.00683399	-0.696319	0.00588117	1.75497	-0.0023815	0.396931	-0.000719378	
-0.00683198	-0.696319	0.00588381	1.75497	-0.00238087	0.396931	-0.000719378	
-0.00683207	-0.696319	0.0058837	1.75497	-0.00238089	0.396931	-0.000719378	
-0.00683206	-0.696319	0.00588371	1.75497	-0.00238089	0.396931	-0.000719378	
-0.00683206	-0.696319	0.00588371	1.75497	-0.00238089	0.396931	-0.000719378	
-0.00683206	-0.696319	0.00588371	1.75497	-0.00238089	0.396931	-0.000719378	
-0.00683206	-0.696319	0.00588371	1.75497	-0.00238089	0.396931	-0.000719378	
-0.00683206	-0.696319	0.00588371	1.75497	-0.00238089	0.396931	-0.000719378	
-0.00683206	-0.696319	0.00588371	1.75497	-0.00238089	0.396931	-0.000719378	
-0.0211298	-0.696718	-0.0128937	1.75509	-0.00688851	0.397157	-0.000711768	
-0.0364356	-0.697224	-0.0329903	1.75519	-0.0117122	0.397446	-0.000699122	
-0.05165	-0.697802	-0.0529632	1.7552	-0.0165061	0.397746	-0.000682926	
-0.066772	-0.698454	-0.0728109	1.75514	-0.0212699	0.398056	-0.000663249	
-0.0817641	-0.699175	-0.0924841	1.755	-0.0259921	0.398372	-0.000640355	
-0.0965917	-0.699961	-0.111938	1.75477	-0.0306619	0.398693	-0.000614544	
-0.111222	-0.700808	-0.131129	1.75447	-0.0352693	0.399018	-0.000586156	
-0.125626	-0.701708	-0.15002	1.7541	-0.0398052	0.399344	-0.000555553	
-0.139777	-0.702658	-0.168575	1.75366	-0.0442613	0.39967	-0.000523111	
-0.153651	-0.703651	-0.186764	1.75316	-0.0486304	0.399994	-0.000489209	
