0.324549	-0.00181541	0.86964	-0.00359863	-0.999993	-0.000702105	-0.0235392	0.000786624	-0.999723	0.999716	-0.0035811	-0.0235419	
0.329861	-0.00358773	0.860789	-0.0070963	-0.999974	-0.0013639	-0.0466459	0.00169347	-0.99891	0.998886	-0.00702494	-0.0466567	
0.330952	-0.0053523	0.85902	-0.0105925	-0.999942	-0.00203161	-0.0510871	0.00257024	-0.998691	0.998638	-0.0104749	-0.0511113	
0.330932	-0.00713279	0.859003	-0.014127	-0.999897	-0.00271237	-0.0511085	0.00343118	-0.998687	0.998593	-0.0139699	-0.0511517	
0.330893	-0.00891838	0.859003	-0.0176718	-0.999838	-0.00339527	-0.051079	0.00429416	-0.998685	0.998538	-0.0174752	-0.0511466	
0.330846	-0.0107037	0.859004	-0.0212162	-0.999767	-0.00407816	-0.0510422	0.00515692	-0.998683	0.998471	-0.0209801	-0.0511397	
0.33079	-0.0124885	0.859004	-0.0247597	-0.999682	-0.004761	-0.0509987	0.00601934	-0.998681	0.998392	-0.0244842	-0.0511315	
0.330727	-0.0142728	0.859005	-0.0283022	-0.999585	-0.00544375	-0.0509485	0.00688137	-0.998678	0.9983	-0.0279874	-0.0511221	
0.330655	-0.0160565	0.859006	-0.0318435	-0.999474	-0.00612641	-0.0508917	0.00774293	-0.998674	0.998196	-0.0314895	-0.0511115	
0.330575	-0.0178394	0.859008	-0.0353836	-0.999351	-0.00680896	-0.0508282	0.00860398	-0.99867	0.99808	-0.0349904	-0.0510997	
0.330487	-0.0196215	0.859009	-0.0389222	-0.999214	-0.00749139	-0.0507581	0.00946445	-0.998666	0.997952	-0.03849	-0.0510866	
0.33039	-0.0214028	0.85901	-0.0424592	-0.999065	-0.00817368	-0.0506813	0.0103243	-0.998662	0.997812	-0.0419881	-0.0510723	
0.330286	-0.023183	0.859012	-0.0459945	-0.998902	-0.00885581	-0.0505979	0.0111834	-0.998656	0.997659	-0.0454846	-0.0510568	
0.330173	-0.0249623	0.859014	-0.0495279	-0.998727	-0.00953777	-0.0505079	0.0120418	-0.998651	0.997495	-0.0489794	-0.05104	
0.330052	-0.0267404	0.859016	-0.0530593	-0.998539	-0.0102195	-0.0504113	0.0128993	-0.998645	0.997318	-0.0524722	-0.0510221	
0.329924	-0.0285173	0.859017	-0.0565885	-0.998338	-0.0109011	-0.0503081	0.013756	-0.998639	0.997129	-0.0559631	-0.0510029	
0.329787	-0.0302929	0.859019	-0.0601154	-0.998124	-0.0115825	-0.0501983	0.0146117	-0.998632	0.996928	-0.0594518	-0.0509825	
0.329642	-0.0320672	0.859022	-0.0636398	-0.997898	-0.0122636	-0.0500819	0.0154665	-0.998625	0.996715	-0.0629381	-0.0509609	
0.329489	-0.03384	0.859024	-0.0671616	-0.997658	-0.0129445	-0.049959	0.0163201	-0.998618	0.996491	-0.0664221	-0.0509381	
0.329327	-0.0356113	0.859026	-0.0706807	-0.997406	-0.0136251	-0.0498296	0.0171727	-0.99861	0.996254	-0.0699035	-0.0509141	
0.329158	-0.037381	0.859029	-0.0741969	-0.997141	-0.0143054	-0.0496937	0.0180241	-0.998602	0.996005	-0.0733822	-0.0508889	
0.328981	-0.0391491	0.859031	-0.07771	-0.996863	-0.0149855	-0.0495512	0.0188742	-0.998593	0.995744	-0.0768581	-0.0508625	
0.328796	-0.0409153	0.859034	-0.0812199	-0.996573	-0.0156652	-0.0494023	0.0197231	-0.998584	0.995471	-0.080331	-0.0508349	
0.328603	-0.0426798	0.859037	-0.0847265	-0.99627	-0.0163446	-0.049247	0.0205706	-0.998575	0.995186	-0.0838009	-0.0508061	
0.328402	-0.0444423	0.85904	-0.0882297	-0.995955	-0.0170237	-0.0490852	0.0214167	-0.998565	0.99489	-0.0872675	-0.0507762	
0.328193	-0.0462028	0.859043	-0.0917293	-0.995627	-0.0177024	-0.048917	0.0222613	-0.998555	0.994582	-0.0907307	-0.0507451	
0.327976	-0.0479613	0.859046	-0.0952251	-0.995286	-0.0183808	-0.0487424	0.0231044	-0.998544	0.994262	-0.0941905	-0.0507127	
0.327751	-0.0497177	0.859049	-0.098717	-0.994933	-0.0190588	-0.0485614	0.023946	-0.998533	0.99393	-0.0976467	-0.0506793	
0.327519	-0.0514718	0.859053	-0.102205	-0.994568	-0.0197363	-0.0483742	0.0247859	-0.998522	0.993586	-0.101099	-0.0506446	
0.327279	-0.0532236	0.859056	-0.105689	-0.99419	-0.0204135	-0.0481806	0.0256241	-0.99851	0.993231	-0.104548	-0.0506088	
0.327031	-0.0549731	0.85906	-0.109168	-0.9938	-0.0210903	-0.0479807	0.0264606	-0.998498	0.992865	-0.107992	-0.0505719	
0.326775	-0.0567201	0.859064	-0.112643	-0.993397	-0.0217666	-0.0477746	0.0272953	-0.998485	0.992486	-0.111433	-0.0505338	
0.326511	-0.0584646	0.859067	-0.116114	-0.992982	-0.0224424	-0.0475622	0.0281281	-0.998472	0.992096	-0.114869	-0.0504945	
0.32624	-0.0602065	0.859071	-0.119579	-0.992555	-0.0231178	-0.0473437	0.0289591	-0.998459	0.991695	-0.118301	-0.0504541	
0.325961	-0.0619458	0.859075	-0.12304	-0.992116	-0.0237927	-0.047119	0.029788	-0.998445	0.991282	-0.121728	-0.0504126	
0.325675	-0.0636823	0.859079	-0.126496	-0.991665	-0.0244671	-0.0468881	0.030615	-0.998431	0.990858	-0.125151	-0.05037	
0.325381	-0.0654161	0.859084	-0.129947	-0.991202	-0.0251409	-0.0466511	0.0314399	-0.998416	0.990423	-0.128569	-0.0503262	
0.325079	-0.0671469	0.859088	-0.133393	-0.990727	-0.0258143	-0.0464081	0.0322627	-0.998401	0.989976	-0.131982	-0.0502814	
0.32477	-0.0688749	0.859092	-0.136833	-0.99024	-0.0264871	-0.046159	0.0330833	-0.998386	0.989518	-0.13539	-0.0502354	
0.324454	-0.0705998	0.859097	-0.140268	-0.989741	-0.0271594	-0.0459039	0.0339018	-0.99837	0.989049	-0.138793	-0.0501883	
0.32413	-0.0723216	0.859101	-0.143698	-0.98923	-0.027831	-0.0456429	0.0347179	-0.998354	0.988569	-0.142191	-0.0501402	
